pathway,pval,padj,log2err,ES,NES,size,leadingEdge
KEGG_ARGININE_AND_PROLINE_METABOLISM,0.253443526170799,0.483981900452489,0.096240602328129,0.562700657275286,1.1962124117596,6,CPS1 ASS1 ASL GOT1 ARG1 OTC
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,0.688271604938272,0.789555720715141,0.0852884689790502,-0.388533583782756,-0.816532342517843,4,ITGA2B
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM,0.381048387096774,0.539461236459959,0.0946646223153342,0.798387096774194,1.09753639417693,1,UGT1A1
KEGG_BASE_EXCISION_REPAIR,0.299806576402321,0.483981900452489,0.106729884364606,-0.846774193548387,-1.15893048128342,1,PARP1
KEGG_BETA_ALANINE_METABOLISM,0.157712305025997,0.439654229127913,0.144630528034484,0.796747967479675,1.27669447501488,2,EHHADH ABAT
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS,0.622183708838822,0.737951807228916,0.0610363728309177,0.560975609756098,0.898897130367617,2,ELOVL2 ACOT1
KEGG_BLADDER_CANCER,0.0125502967356842,0.153741135012132,0.380730400722792,-0.959349593495935,-1.59709056307984,2,THBS1 MMP2
KEGG_BUTANOATE_METABOLISM,0.142857142857143,0.418132949505038,0.139599673451922,0.68595041322314,1.30777480149582,4,EHHADH ACSM1 ABAT HMGCS2
KEGG_CALCIUM_SIGNALING_PATHWAY,0.103986135181976,0.363951473136915,0.181383128498408,0.83739837398374,1.34183194822992,2,RYR2 TNNC1
KEGG_CARDIAC_MUSCLE_CONTRACTION,0.311081441922563,0.48647263539283,0.0828962134571565,0.485303841467989,1.13489884688464,9,RYR2 TNNC1 COX7A1 COX6A2
KEGG_CELL_CYCLE,0.25531914893617,0.483981900452489,0.117249716749792,-0.870967741935484,-1.19204278074866,1,MCM6
KEGG_CITRATE_CYCLE_TCA_CYCLE,0.330232558139535,0.49247724974722,0.112378519110475,-0.691056910569106,-1.15044659204904,2,IDH3G SDHC
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES,0.00940973813036211,0.143446230165076,0.380730400722792,-0.901639344262295,-1.72820199013797,3,C4B C1QB C3
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,0.256259204712813,0.483981900452489,0.0995791200495904,0.624888823192705,1.19135995977883,4,CTH BHMT GOT1 MAT1A
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,0.367504835589942,0.532998556479282,0.0943563635421779,-0.806451612903226,-1.10374331550802,1,TNFRSF11B
KEGG_DILATED_CARDIOMYOPATHY,0.577586206896552,0.724358570257833,0.0557104226766671,0.459397545061027,0.925705110394511,5,RYR2 MYBPC3 TNNC1
KEGG_DNA_REPLICATION,0.25531914893617,0.483981900452489,0.117249716749792,-0.870967741935484,-1.19204278074866,1,MCM6
KEGG_DRUG_METABOLISM_CYTOCHROME_P450,0.268041237113402,0.483981900452489,0.096887770327544,0.619834710743802,1.18172421821911,4,UGT1A1 GSTZ1 FMO3 CYP2E1
KEGG_DRUG_METABOLISM_OTHER_ENZYMES,0.143847487001733,0.418132949505038,0.152144922367565,0.804878048780488,1.28972196965789,2,CES1 UGT1A1
KEGG_ECM_RECEPTOR_INTERACTION,0.000478384402379819,0.0252439769255812,0.49849310876659,-0.889972937141394,-2.10853344214737,5,ITGA2B THBS1 VTN ITGB3
KEGG_FATTY_ACID_METABOLISM,0.7425431711146,0.823355594758065,0.0482149710025565,0.475409836065574,0.827319261871486,3,EHHADH GCDH CPT1B
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,0.268858800773694,0.483981900452489,0.11378726182188,-0.862903225806452,-1.18100534759358,1,MARCKS
KEGG_FOCAL_ADHESION,0.138996138996139,0.416381446949133,0.237793834423688,-0.48211012920396,-1.29818770729626,7,ITGA2B THBS1 VTN ITGB3
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM,0.872093023255814,0.906448202959831,0.0589694466690997,-0.40650406504065,-0.676733289440612,2,PFKM SORD
KEGG_GALACTOSE_METABOLISM,0.7678916827853,0.823355594758065,0.0562940749700968,-0.612903225806452,-0.838844919786097,1,PFKM
KEGG_GLUTATHIONE_METABOLISM,0.524193548387097,0.683644057402183,0.0770736734944102,0.733870967741936,1.00884658454647,1,GSTZ1
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM,0.054945054945055,0.307556329819258,0.241339976815091,0.819672131147541,1.42641252046808,3,CTH BHMT GNMT
KEGG_GLYCOLYSIS_GLUCONEOGENESIS,0.513953488372093,0.676721867607017,0.0857844408075645,-0.585365853658537,-0.97449593679448,2,PFKM GALM
KEGG_GNRH_SIGNALING_PATHWAY,0.0909090909090909,0.33943592281049,0.206587922696891,-0.951612903225806,-1.30241711229947,1,MMP2
KEGG_HEMATOPOIETIC_CELL_LINEAGE,0.0174965212240125,0.196764156715944,0.352487857583619,-0.870600957766334,-1.66870968686356,3,ITGA2B ITGB3
KEGG_HISTIDINE_METABOLISM,0.197573656845754,0.464162769165025,0.127505315300183,0.772357723577236,1.23761199108585,2,FTCD HAL
KEGG_HUNTINGTONS_DISEASE,0.316129032258065,0.48647263539283,0.20207170902116,-0.28586477115583,-1.11727234762126,18,NDUFS2 MT-CYB NDUFB5 NDUFS3 UQCRC1 SDHC UQCRFS1 NDUFB10 UQCRHL NDUFB2 NDUFS5 NDUFA8 UQCRQ NDUFB8 NDUFA3 NDUFC2
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM,0.577586206896552,0.724358570257833,0.0557104226766671,0.459397545061027,0.925705110394511,5,RYR2 MYBPC3 TNNC1
KEGG_INSULIN_SIGNALING_PATHWAY,0.752016129032258,0.823355594758065,0.059221919380382,0.612903225806452,0.842553191489362,1,PYGL
KEGG_LEISHMANIA_INFECTION,0.195357833655706,0.463721362933614,0.136490437780413,-0.887096774193548,-1.21411764705882,1,C3
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION,0.845360824742268,0.886724045524764,0.0393561959521291,0.37468722774267,0.71434684699984,4,MYL7 ACTN2 MYLPF
KEGG_LIMONENE_AND_PINENE_DEGRADATION,0.320564516129032,0.48647263539283,0.105125131597001,0.82258064516129,1.13079507278835,1,EHHADH
KEGG_LINOLEIC_ACID_METABOLISM,0.768145161290323,0.823355594758065,0.0582216241124161,0.604838709677419,0.831466965285555,1,CYP2E1
KEGG_LYSINE_DEGRADATION,0.734835355285962,0.823355594758065,0.0532386494755899,0.511944079303375,0.820329896329318,2,EHHADH GCDH
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450,0.422291993720565,0.568024132730015,0.0753093764172773,0.614754098360656,1.06980939035106,3,UGT1A1 GSTZ1 CYP2E1
KEGG_NITROGEN_METABOLISM,0.224137931034483,0.483981900452489,0.106323255932708,0.600683889176728,1.21040295474082,5,CTH CPS1 HAL
KEGG_ONE_CARBON_POOL_BY_FOLATE,0.266897746967071,0.483981900452489,0.107140237276725,0.740494429729863,1.1865548276275,2,FTCD ALDH1L1
KEGG_OXIDATIVE_PHOSPHORYLATION,0.2,0.467353951890034,0.276500599254472,-0.304507128396384,-1.22507270280749,21,NDUFS2 MT-CYB NDUFB5 NDUFS3 UQCRC1 SDHC UQCRFS1 NDUFB10 UQCRHL MT-ND4 NDUFA11 NDUFB2 NDUFS5 NDUFA8 UQCRQ NDUFB8 NDUFA3 NDUFC2 MT-ND5
KEGG_P53_SIGNALING_PATHWAY,0.0599613152804642,0.307556329819258,0.257206466468838,-0.967741935483871,-1.32449197860963,1,THBS1
KEGG_PARKINSONS_DISEASE,0.26,0.483981900452489,0.227987202850442,-0.290584204151731,-1.15929598679683,20,NDUFS2 MT-CYB NDUFB5 NDUFS3 UQCRC1 SDHC UQCRFS1 NDUFB10 UQCRHL MT-ND4 NDUFB2 NDUFS5 NDUFA8 UQCRQ NDUFB8 NDUFA3 NDUFC2 MT-ND5
KEGG_PATHWAYS_IN_CANCER,0.0125502967356842,0.153741135012132,0.380730400722792,-0.959349593495935,-1.59709056307984,2,ITGA2B MMP2
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS,0.381048387096774,0.539461236459959,0.0946646223153342,0.798387096774194,1.09753639417693,1,UGT1A1
KEGG_PENTOSE_PHOSPHATE_PATHWAY,0.7678916827853,0.823355594758065,0.0562940749700968,-0.612903225806452,-0.838844919786097,1,PFKM
KEGG_PEROXISOME,0.149425287356322,0.421834350314555,0.134273452883202,0.632206901811371,1.27392313286246,5,HACL1 SLC27A2 EHHADH EPHX2 ABCD3
KEGG_PHENYLALANINE_METABOLISM,0.368916797488226,0.533917559234015,0.0824344091527096,0.631147540983607,1.09833764076042,3,HPD GOT1 PAH
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM,0.381048387096774,0.539461236459959,0.0946646223153342,0.798387096774194,1.09753639417693,1,UGT1A1
KEGG_PPAR_SIGNALING_PATHWAY,0.0663058186738836,0.307556329819258,0.20207170902116,0.63369450227585,1.44744177593548,8,FABP1 SLC27A5 SLC27A2 EHHADH CYP27A1 HMGCS2
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS,0.31369150779896,0.48647263539283,0.0972150808846466,0.715447154471545,1.14641952858479,2,SLC27A5 CYP27A1
KEGG_PRION_DISEASES,0.176015473887814,0.463721362933614,0.144630528034484,-0.903225806451613,-1.23619251336898,1,C1QB
KEGG_PROPANOATE_METABOLISM,0.157712305025997,0.439654229127913,0.144630528034484,0.796747967479675,1.27669447501488,2,EHHADH ABAT
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION,0.309477756286267,0.48647263539283,0.104732821580651,-0.838709677419355,-1.14789304812834,1,CA2
KEGG_PURINE_METABOLISM,0.588007736943907,0.729427319246872,0.069119845655101,-0.693548387096774,-0.949219251336899,1,PAPSS2
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,0.552287581699346,0.704538160344053,0.101350743797099,-0.393950519244296,-0.93335180173681,5,ITGA2B
KEGG_RETINOL_METABOLISM,0.381048387096774,0.539461236459959,0.0946646223153342,0.798387096774194,1.09753639417693,1,UGT1A1
KEGG_SELENOAMINO_ACID_METABOLISM,0.41287284144427,0.561965811965812,0.0764767053228531,0.616566822309556,1.07296393475803,3,CTH MAT1A
KEGG_SMALL_CELL_LUNG_CANCER,0.0293715984212519,0.275818932131076,0.352487857583619,-0.991935483870968,-1.35760427807487,1,ITGA2B
KEGG_STARCH_AND_SUCROSE_METABOLISM,0.528596187175043,0.688077769263908,0.0689567351672811,0.617886178861789,0.99008959286868,2,UGT1A1 PYGL
KEGG_STEROID_HORMONE_BIOSYNTHESIS,0.381048387096774,0.539461236459959,0.0946646223153342,0.798387096774194,1.09753639417693,1,UGT1A1
KEGG_SULFUR_METABOLISM,0.418604651162791,0.565181570441726,0.09754492162472,-0.642276422764228,-1.06923859731617,2,PAPSS2 SULT1A1
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS,0.259259259259259,0.483981900452489,0.151148761385484,-0.557324297713605,-1.17125863335575,4,C4B C1QB C3
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS,0.625,0.737951807228916,0.0681513438679483,0.669354838709678,0.920156774916014,1,HMGCS2
KEGG_TGF_BETA_SIGNALING_PATHWAY,0.0599613152804642,0.307556329819258,0.257206466468838,-0.967741935483871,-1.32449197860963,1,THBS1
KEGG_TIGHT_JUNCTION,0.234167893961708,0.483981900452489,0.105125131597001,0.638567369854943,1.21743831515427,4,MYH1 MYL7 ACTN2 MYLPF
KEGG_TRYPTOPHAN_METABOLISM,0.734835355285962,0.823355594758065,0.0532386494755899,0.511944079303375,0.820329896329318,2,EHHADH GCDH
KEGG_TYROSINE_METABOLISM,0.0927835051546392,0.33943592281049,0.176694268938498,0.710743801652893,1.35504377022458,4,HPD GSTZ1 GOT1 FAH
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION,0.251177394034537,0.483981900452489,0.104732821580651,0.680327868852459,1.18392239198851,3,EHHADH ABAT HMGCS2
KEGG_VIRAL_MYOCARDITIS,0.141129032258065,0.418132949505038,0.166933848713193,0.92741935483871,1.27491601343785,1,MYH1
NABA_CORE_MATRISOME,0.0207016016505537,0.211218406484749,0.352487857583619,-0.943089430894309,-1.57002123150222,2,THBS1 VTN
NABA_ECM_AFFILIATED,0.176015473887814,0.463721362933614,0.144630528034484,-0.903225806451613,-1.23619251336898,1,C1QB
NABA_ECM_GLYCOPROTEINS,0.0207016016505537,0.211218406484749,0.352487857583619,-0.943089430894309,-1.57002123150222,2,THBS1 VTN
NABA_ECM_REGULATORS,0.0163586092943903,0.190203491117826,0.352487857583619,-0.951219512195122,-1.58355589729103,2,MMP2 PZP
NABA_MATRISOME,2.04677688112398e-07,0.000140408894045105,0.690132458796796,-0.949152542372881,-2.55580227051439,7,S100A8 S100A9 THBS1 MMP2 PZP VTN C1QB
NABA_MATRISOME_ASSOCIATED,9.63918164636465e-05,0.0120451687017608,0.538434096309916,-0.933333333333333,-2.21126335855261,5,S100A8 S100A9 MMP2 PZP C1QB
NABA_SECRETED_FACTORS,0.00116200276915809,0.0379587571258308,0.45505986738723,-0.991869918699187,-1.65122922623509,2,S100A8 S100A9
PID_AMB2_NEUTROPHILS_PATHWAY,0.0909090909090909,0.33943592281049,0.206587922696891,-0.951612903225806,-1.30241711229947,1,MMP2
PID_ANGIOPOIETIN_RECEPTOR_PATHWAY,0.0909090909090909,0.33943592281049,0.206587922696891,-0.951612903225806,-1.30241711229947,1,MMP2
PID_AP1_PATHWAY,0.231854838709677,0.483981900452489,0.126875729929857,0.879032258064516,1.20839865621501,1,NPPA
PID_ARF6_PATHWAY,0.0590895168852337,0.307556329819258,0.321775918075361,-0.886178861788618,-1.47527857098053,2,ITGA2B ITGB3
PID_AR_PATHWAY,0.86073500967118,0.896000328732063,0.051011413203915,-0.57258064516129,-0.783657754010696,1,FHL2
PID_ATF2_PATHWAY,0.825581395348837,0.877237851662404,0.0615706755421678,-0.431559941036144,-0.718445407080938,2,MMP2
PID_AVB3_INTEGRIN_PATHWAY,0.0590895168852337,0.307556329819258,0.321775918075361,-0.886178861788618,-1.47527857098053,2,VTN ITGB3
PID_AVB3_OPN_PATHWAY,0.0590895168852337,0.307556329819258,0.321775918075361,-0.886178861788618,-1.47527857098053,2,MMP2 ITGB3
PID_BETA_CATENIN_NUC_PATHWAY,0.0909090909090909,0.33943592281049,0.206587922696891,-0.951612903225806,-1.30241711229947,1,MMP2
PID_CASPASE_PATHWAY,0.299806576402321,0.483981900452489,0.106729884364606,-0.846774193548387,-1.15893048128342,1,PARP1
PID_E2F_PATHWAY,0.0539420211787775,0.307556329819258,0.321775918075361,0.894308943089431,1.43302441073098,2,CES3 CES1
PID_EPHRINB_REV_PATHWAY,0.0590895168852337,0.307556329819258,0.321775918075361,-0.886178861788618,-1.47527857098053,2,ITGA2B ITGB3
PID_ERA_GENOMIC_PATHWAY,0.195357833655706,0.463721362933614,0.136490437780413,-0.887096774193548,-1.21411764705882,1,C3
PID_ERBB1_DOWNSTREAM_PATHWAY,0.875,0.906722054380664,0.0521630305460055,0.548387096774194,0.753863381858903,1,MYLPF
PID_ERB_GENOMIC_PATHWAY,0.195357833655706,0.463721362933614,0.136490437780413,-0.887096774193548,-1.21411764705882,1,C3
PID_ER_NONGENOMIC_PATHWAY,0.0909090909090909,0.33943592281049,0.206587922696891,-0.951612903225806,-1.30241711229947,1,MMP2
PID_FOXM1_PATHWAY,0.0909090909090909,0.33943592281049,0.206587922696891,-0.951612903225806,-1.30241711229947,1,MMP2
PID_FRA_PATHWAY,0.0909090909090909,0.33943592281049,0.206587922696891,-0.951612903225806,-1.30241711229947,1,MMP2
PID_HDAC_CLASSIII_PATHWAY,0.86073500967118,0.896000328732063,0.051011413203915,-0.57258064516129,-0.783657754010696,1,FHL2
PID_HDAC_CLASSI_PATHWAY,0.574468085106383,0.723091938317392,0.0702812841717392,-0.701612903225807,-0.960256684491979,1,SIRT5
PID_HES_HEY_PATHWAY,0.299806576402321,0.483981900452489,0.106729884364606,-0.846774193548387,-1.15893048128342,1,PARP1
PID_HNF3A_PATHWAY,0.112185686653772,0.3809870348737,0.184706471207739,-0.935483870967742,-1.28034224598931,1,VTN
PID_HNF3B_PATHWAY,0.936170212765957,0.964283432368539,0.0471642455670861,-0.532258064516129,-0.728470588235294,1,CPT1B
PID_IL4_2PATHWAY,0.923255813953488,0.953845615018212,0.0562940749700968,-0.373983739837398,-0.622594626285363,2,ITGB3 ARG1
PID_ILK_PATHWAY,0.299806576402321,0.483981900452489,0.106729884364606,-0.846774193548387,-1.15893048128342,1,PARP1
PID_INTEGRIN1_PATHWAY,0.0207016016505537,0.211218406484749,0.352487857583619,-0.943089430894309,-1.57002123150222,2,THBS1 VTN
PID_INTEGRIN2_PATHWAY,0.195357833655706,0.463721362933614,0.136490437780413,-0.887096774193548,-1.21411764705882,1,C3
PID_INTEGRIN3_PATHWAY,0.00165534746331762,0.0405560128512817,0.45505986738723,-0.900826446280992,-1.89315405176176,4,ITGA2B THBS1 VTN ITGB3
PID_INTEGRIN5_PATHWAY,0.112185686653772,0.3809870348737,0.184706471207739,-0.935483870967742,-1.28034224598931,1,VTN
PID_INTEGRIN_A4B1_PATHWAY,0.0599613152804642,0.307556329819258,0.257206466468838,-0.967741935483871,-1.32449197860963,1,THBS1
PID_INTEGRIN_CS_PATHWAY,0.0590895168852337,0.307556329819258,0.321775918075361,-0.886178861788618,-1.47527857098053,2,ITGA2B ITGB3
PID_LYSOPHOSPHOLIPID_PATHWAY,0.0909090909090909,0.33943592281049,0.206587922696891,-0.951612903225806,-1.30241711229947,1,MMP2
PID_MYC_ACTIV_PATHWAY,0.7678916827853,0.823355594758065,0.0562940749700968,-0.612903225806452,-0.838844919786097,1,PFKM
PID_MYC_REPRESS_PATHWAY,0.625,0.737951807228916,0.0681513438679483,0.669354838709678,0.920156774916014,1,HMGCS2
PID_NECTIN_PATHWAY,0.2321083172147,0.483981900452489,0.12384217120105,-0.879032258064516,-1.20308021390374,1,ITGB3
PID_P53_DOWNSTREAM_PATHWAY,0.102325581395349,0.359976147883125,0.213927855492356,-0.83739837398374,-1.39407057624766,2,MMP2 PRMT1
PID_P73PATHWAY,0.4642166344294,0.621977756286267,0.0813027345384498,-0.758064516129032,-1.03751871657754,1,NDUFS2
PID_PDGFRB_PATHWAY,0.2321083172147,0.483981900452489,0.12384217120105,-0.879032258064516,-1.20308021390374,1,ITGB3
PID_PTP1B_PATHWAY,0.0590895168852337,0.307556329819258,0.321775918075361,-0.886178861788618,-1.47527857098053,2,ITGA2B ITGB3
PID_S1P_S1P1_PATHWAY,0.2321083172147,0.483981900452489,0.12384217120105,-0.879032258064516,-1.20308021390374,1,ITGB3
PID_S1P_S1P3_PATHWAY,0.2321083172147,0.483981900452489,0.12384217120105,-0.879032258064516,-1.20308021390374,1,ITGB3
PID_SYNDECAN_2_PATHWAY,0.0909090909090909,0.33943592281049,0.206587922696891,-0.951612903225806,-1.30241711229947,1,MMP2
PID_SYNDECAN_4_PATHWAY,0.0599613152804642,0.307556329819258,0.257206466468838,-0.967741935483871,-1.32449197860963,1,THBS1
PID_TOLL_ENDOGENOUS_PATHWAY,0.00116200276915809,0.0379587571258308,0.45505986738723,-0.991869918699187,-1.65122922623509,2,S100A8 S100A9
PID_UPA_UPAR_PATHWAY,0.0590895168852337,0.307556329819258,0.321775918075361,-0.886178861788618,-1.47527857098053,2,VTN ITGB3
PID_VEGFR1_2_PATHWAY,0.0590895168852337,0.307556329819258,0.321775918075361,-0.886178861788618,-1.47527857098053,2,VTN ITGB3
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT,0.977822580645161,0.982557769431536,0.0470699590082662,0.508064516129032,0.698432250839866,1,ABCD3
REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS,0.977822580645161,0.982557769431536,0.0470699590082662,0.508064516129032,0.698432250839866,1,ABCD3
REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION,0.268858800773694,0.483981900452489,0.11378726182188,-0.862903225806452,-1.18100534759358,1,MARCKS
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS,0.25531914893617,0.483981900452489,0.117249716749792,-0.870967741935484,-1.19204278074866,1,MCM6
REACTOME_ACTIVATION_OF_C3_AND_C5,0.0569916891479976,0.307556329819258,0.321775918075361,-0.894308943089431,-1.48881323676935,2,C4B C3
REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES,0.0909090909090909,0.33943592281049,0.206587922696891,-0.951612903225806,-1.30241711229947,1,MMP2
REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS,0.608870967741936,0.731994837520791,0.0694481442003175,0.67741935483871,0.931243001119821,1,ACTN2
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX,0.25531914893617,0.483981900452489,0.117249716749792,-0.870967741935484,-1.19204278074866,1,MCM6
REACTOME_ADAPTIVE_IMMUNE_SYSTEM,0.00105093300177718,0.0379587571258308,0.45505986738723,-0.867779761450577,-2.05595313191699,5,S100A8 S100A9 C3 IGHM
REACTOME_ALPHA_LINOLENIC_OMEGA3_AND_LINOLEIC_OMEGA6_ACID_METABOLISM,0.637096774193548,0.742017635138836,0.0672065093710464,0.661290322580645,0.909070548712207,1,ELOVL2
