pathway,pval,padj,log2err,ES,NES,size,leadingEdge
BIOCARTA_FEEDER_PATHWAY,0.609803921568628,0.945547227900169,0.0679922591544058,0.680327868852459,0.934430399345301,1,PGM1
BIOCARTA_FREE_PATHWAY,0.298039215686275,0.908574385620294,0.107972360317345,0.84016393442623,1.15396525220353,1,GSR
BIOCARTA_GCR_PATHWAY,0.217564870259481,0.844717478828266,0.130777137971974,-0.885245901639344,-1.21169963312428,1,ANXA1
BIOCARTA_HIVNEF_PATHWAY,0.850299401197605,0.97374733255033,0.0530212512043078,-0.569672131147541,-0.779751152797567,1,CASP7
BIOCARTA_HSWI_SNF_PATHWAY,0.0625,0.820518539169222,0.231126709673834,-0.953797285652036,-1.38971882075496,2,SMARCC2
BIOCARTA_INTEGRIN_PATHWAY,0.790196078431373,0.97374733255033,0.0555947097758869,0.586065573770492,0.804961127146855,1,ACTN1
BIOCARTA_KREB_PATHWAY,0.923529411764706,0.991503449273964,0.0484087618816951,0.532786885245902,0.731782842860778,1,OGDH
BIOCARTA_MALATEX_PATHWAY,0.792613636363636,0.97374733255033,0.0734381410838857,0.388429752066116,0.711222358507788,3,PDHA1 PC SLC25A1
BIOCARTA_MCALPAIN_PATHWAY,0.264705882352941,0.90110255679118,0.115734447701689,0.860655737704918,1.18211074615972,1,CAPN2
BIOCARTA_MEF2D_PATHWAY,0.292763157894737,0.908574385620294,0.0982123351217438,-0.802098689370863,-1.16868821235903,2,MEF2D
BIOCARTA_MITOCHONDRIA_PATHWAY,0.850299401197605,0.97374733255033,0.0530212512043078,-0.569672131147541,-0.779751152797567,1,CASP7
BIOCARTA_MTA3_PATHWAY,0.995384615384615,1,0.0337507376805299,-0.300833491680425,-0.454746653543637,3,ALDOA GAPDH
BIOCARTA_NDKDYNAMIN_PATHWAY,0.172549019607843,0.84440422617883,0.147331213699377,0.905737704918033,1.24403083286332,1,NME1
BIOCARTA_NUCLEARRS_PATHWAY,0.333333333333333,0.925713223678097,0.102080107662747,-0.827868852459016,-1.13316354579215,1,RARG
BIOCARTA_P38MAPK_PATHWAY,0.750980392156863,0.97374733255033,0.0579754757571486,0.60655737704918,0.833106621103039,1,HMGN1
BIOCARTA_PITX2_PATHWAY,0.415169660678643,0.945547227900169,0.0891647117820678,-0.782786885245902,-1.07145662003119,1,MED1
BIOCARTA_PPARA_PATHWAY,0.415169660678643,0.945547227900169,0.0891647117820678,-0.782786885245902,-1.07145662003119,1,MED1
BIOCARTA_PPARG_PATHWAY,0.415169660678643,0.945547227900169,0.0891647117820678,-0.782786885245902,-1.07145662003119,1,MED1
BIOCARTA_PTDINS_PATHWAY,0.649019607843137,0.945547227900169,0.0649407684612899,0.651639344262295,0.895026707806643,1,LYN
BIOCARTA_SAM68_PATHWAY,0.399201596806387,0.945547227900169,0.0913924325943768,-0.790983606557377,-1.08267606107864,1,KHDRBS1
BIOCARTA_SARS_PATHWAY,0.447105788423154,0.945547227900169,0.0850427463764322,-0.762295081967213,-1.04340801741257,1,NCL
BIOCARTA_SLRP_PATHWAY,0.549019607843137,0.945547227900169,0.0732558655828455,0.713114754098361,0.979463189675194,1,BGN
BIOCARTA_TERC_PATHWAY,0.349301397205589,0.928190567222363,0.0992333343771191,-0.819672131147541,-1.1219441047447,1,SP3
BIOCARTA_TERT_PATHWAY,0.349301397205589,0.928190567222363,0.0992333343771191,-0.819672131147541,-1.1219441047447,1,SP3
BIOCARTA_UCALPAIN_PATHWAY,0.790196078431373,0.97374733255033,0.0555947097758869,0.586065573770492,0.804961127146855,1,ACTN1
BIOCARTA_VDR_PATHWAY,0.125,0.820518539169222,0.159646701919906,-0.906576820357852,-1.32091681184667,2,SMARCC2
KEGG_ABC_TRANSPORTERS,0.590196078431373,0.945547227900169,0.0696133438850965,0.692622950819672,0.951317695719011,1,ABCB7
KEGG_ADHERENS_JUNCTION,0.530456852791878,0.945547227900169,0.088894528862045,0.588477366255144,0.939002738935206,2,ACTB ACTN1
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM,0.321022727272727,0.925713223678097,0.128142916898415,0.615702479338843,1.12736310018788,3,ALDH4A1 GLUD1 ADSL
KEGG_ALZHEIMERS_DISEASE,0.0890210164670338,0.820518539169222,0.287805130535564,0.743737952587714,1.72276852312876,8,NDUFS4 NDUFA7 COX7C NDUFV2 CAPN2
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,0.670588235294118,0.954850166481687,0.0633597010643758,0.639344262295082,0.878139411432933,1,TARS2
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,0.609803921568628,0.945547227900169,0.0679922591544058,0.680327868852459,0.934430399345301,1,PGM1
KEGG_APOPTOSIS,0.870558375634518,0.978466179371157,0.0632191170859458,0.432098765432099,0.689477535581795,2,CAPN2 CASP7
KEGG_ARGININE_AND_PROLINE_METABOLISM,0.162055335968379,0.84440422617883,0.222056046145248,0.656324503159981,1.38122044307393,6,ALDH1B1 ALDH2 ALDH4A1 GLUD1
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,0.530456852791878,0.945547227900169,0.088894528862045,0.588477366255144,0.939002738935206,2,ACTB ACTN1
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM,0.176136363636364,0.84440422617883,0.178219874951973,0.755970045440563,1.38419571574929,3,ALDH1B1 ALDH2
KEGG_AXON_GUIDANCE,0.199600798403194,0.84440422617883,0.137250779610133,-0.897540983606558,-1.22852879469545,1,NFAT5
KEGG_BASE_EXCISION_REPAIR,0.139593908629442,0.820518539169222,0.190023305279108,0.851590246762733,1.35883828336401,2,POLE PARP3
KEGG_BETA_ALANINE_METABOLISM,0.152777777777778,0.820518539169222,0.213927855492356,0.663491049200099,1.37085922036131,5,ALDH1B1 ALDH2
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS,0.313725490196078,0.925713223678097,0.104732821580651,0.831967213114754,1.14270705462106,1,ACOT2
KEGG_BUTANOATE_METABOLISM,0.0956150493959207,0.820518539169222,0.287805130535564,0.734518223418766,1.70141226566096,8,ALDH1B1 ACADS PDHA1 ALDH2
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,0.194078947368421,0.84440422617883,0.125033367555272,-0.855260857640528,-1.24614750785911,2,NFAT5
KEGG_CALCIUM_SIGNALING_PATHWAY,0.211764705882353,0.844717478828266,0.131457611642763,0.89344262295082,1.22714353648961,1,PLCZ1
KEGG_CARDIAC_MUSCLE_CONTRACTION,0.00598609748701359,0.42468384455791,0.407017918923954,0.9242074211583,1.83199541156406,4,TPM1 COX7C
KEGG_CELL_CYCLE,0.974509803921569,0.993949891146153,0.0459538081039063,0.508196721311475,0.698008250113357,1,SMC3
KEGG_CHEMOKINE_SIGNALING_PATHWAY,0.649019607843137,0.945547227900169,0.0649407684612899,0.651639344262295,0.895026707806643,1,LYN
KEGG_CITRATE_CYCLE_TCA_CYCLE,0.456140350877193,0.945547227900169,0.134273452883202,0.405063291139241,0.938274408911952,8,DLD PDHA1 DLST SUCLG1
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,0.910179640718563,0.989525212397149,0.0498907356726307,-0.532786885245902,-0.729263668084055,1,DNMT1
KEGG_DILATED_CARDIOMYOPATHY,0.00256205753463454,0.414321304172328,0.431707695803346,0.947016604844945,1.877208551925,4,TPM1 ACTC1
KEGG_DNA_REPLICATION,0.0716933904644763,0.820518539169222,0.287805130535564,0.975409836065574,1.33972551231435,1,POLE
KEGG_ECM_RECEPTOR_INTERACTION,0.805322128851541,0.97374733255033,0.0392758570896778,-0.441103179569548,-0.704388531740938,5,FN1 COL2A1 HSPG2
KEGG_ENDOCYTOSIS,0.360406091370558,0.945547227900169,0.112378519110475,0.666666666666667,1.06376534061191,2,EHD2 EHD1
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,0.649019607843137,0.945547227900169,0.0649407684612899,0.651639344262295,0.895026707806643,1,LYN
KEGG_FATTY_ACID_METABOLISM,0.179824561403509,0.84440422617883,0.222056046145248,0.591778877538329,1.37077584830561,8,ALDH1B1 ACADS HADHB ALDH2
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY,0.649019607843137,0.945547227900169,0.0649407684612899,0.651639344262295,0.895026707806643,1,LYN
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,0.649019607843137,0.945547227900169,0.0649407684612899,0.651639344262295,0.895026707806643,1,LYN
KEGG_FOCAL_ADHESION,0.565891472868217,0.945547227900169,0.0517405459873163,-0.568530379935297,-0.940919789769679,8,FLNA
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM,0.508982035928144,0.945547227900169,0.0780892306943345,-0.733606557377049,-1.00413997374651,1,ALDOA
KEGG_GALACTOSE_METABOLISM,0.609803921568628,0.945547227900169,0.0679922591544058,0.680327868852459,0.934430399345301,1,PGM1
KEGG_GAP_JUNCTION,0.710659898477157,0.97374733255033,0.0732558655828455,0.50769519493784,0.810102827955124,2,TUBA1A
KEGG_GLUTATHIONE_METABOLISM,0.588832487309645,0.945547227900169,0.083129129135339,0.563786008230453,0.899604022616246,2,GSR IDH1
KEGG_GLYCEROLIPID_METABOLISM,0.176136363636364,0.84440422617883,0.178219874951973,0.755970045440563,1.38419571574929,3,ALDH1B1 ALDH2
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM,0.74671052631579,0.97374733255033,0.0500922874402106,-0.53862233105538,-0.784793165179595,2,GPD1
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM,0.489847715736041,0.945547227900169,0.0934449219410994,0.605528611821049,0.966210525006114,2,DLD AOC3
KEGG_GLYCOLYSIS_GLUCONEOGENESIS,0.25,0.88241290399952,0.20207170902116,0.517701753491901,1.20683843047862,10,ALDH1B1 DLD PDHA1 ALDH2 ENO1
KEGG_HISTIDINE_METABOLISM,0.176136363636364,0.84440422617883,0.178219874951973,0.755970045440563,1.38419571574929,3,ALDH1B1 ALDH2
KEGG_HUNTINGTONS_DISEASE,0.0192552005324572,0.598592015273369,0.352487857583619,0.897840408185589,1.85505562352052,5,NDUFS4 NDUFA7 COX7C NDUFV2
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM,0.00256205753463454,0.414321304172328,0.431707695803346,0.947016604844945,1.877208551925,4,TPM1 ACTC1
KEGG_INOSITOL_PHOSPHATE_METABOLISM,0.799492385786802,0.97374733255033,0.0673623868166279,0.473251028806584,0.755142062780061,2,PLCZ1 IMPA1
KEGG_INSULIN_SIGNALING_PATHWAY,0.258223684210526,0.890747226636632,0.105920292736253,-0.820376590388061,-1.1953198073841,2,FASN
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION,0.530456852791878,0.945547227900169,0.088894528862045,0.588477366255144,0.939002738935206,2,ACTB ACTN1
KEGG_LIMONENE_AND_PINENE_DEGRADATION,0.126888217522659,0.820518539169222,0.219250346703755,0.72496118230279,1.43704273427738,4,ALDH1B1 ALDH2
KEGG_LONG_TERM_DEPRESSION,0.649019607843137,0.945547227900169,0.0649407684612899,0.651639344262295,0.895026707806643,1,LYN
KEGG_LYSINE_DEGRADATION,0.162055335968379,0.84440422617883,0.222056046145248,0.661847875555865,1.39284425847496,6,ALDH1B1 DLST ALDH2
KEGG_MAPK_SIGNALING_PATHWAY,0.119760479041916,0.820518539169222,0.181383128498408,-0.934426229508197,-1.27901627940896,1,FLNA
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG,0.254901960784314,0.88241290399952,0.118287526124085,0.864754098360656,1.18773984495095,1,PDX1
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,0.199600798403194,0.84440422617883,0.137250779610133,-0.897540983606558,-1.22852879469545,1,NFAT5
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM,0.203921568627451,0.844717478828266,0.134273452883202,0.897540983606557,1.23277263528085,1,NNT
KEGG_NITROGEN_METABOLISM,0.896381578947369,0.989525212397149,0.0417397034728504,-0.468015184321362,-0.681915874404972,2,CA3
KEGG_NOTCH_SIGNALING_PATHWAY,0.512974051896208,0.945547227900169,0.0776798560117236,-0.729508196721312,-0.998530253222783,1,MAML1
KEGG_NUCLEOTIDE_EXCISION_REPAIR,0.0716933904644763,0.820518539169222,0.287805130535564,0.975409836065574,1.33972551231435,1,POLE
KEGG_OOCYTE_MEIOSIS,0.710659898477157,0.97374733255033,0.0732558655828455,0.510288065843621,0.8142401372585,2,PLCZ1 SMC3
KEGG_OTHER_GLYCAN_DEGRADATION,0.49500998003992,0.945547227900169,0.0795564677235957,-0.737704918032787,-1.00974969427023,1,ENGASE
KEGG_OXIDATIVE_PHOSPHORYLATION,0.0192552005324572,0.598592015273369,0.352487857583619,0.897840408185589,1.85505562352052,5,NDUFS4 NDUFA7 COX7C NDUFV2
KEGG_PARKINSONS_DISEASE,0.0192552005324572,0.598592015273369,0.352487857583619,0.897840408185589,1.85505562352052,5,NDUFS4 NDUFA7 COX7C NDUFV2
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION,0.996978851963746,1,0.0650877566917313,0.240663900414938,0.47705217594629,4,TUBA1A ACTB
KEGG_PATHWAYS_IN_CANCER,0.916118421052632,0.991503449273964,0.0407403526717903,-0.45679012345679,-0.665560534981929,2,FN1 TPR
KEGG_PENTOSE_PHOSPHATE_PATHWAY,0.898461538461539,0.989525212397149,0.0385579101998489,-0.423668069652098,-0.640426156713457,3,ALDOA
KEGG_PEROXISOME,0.770392749244713,0.97374733255033,0.0780892306943345,0.365145228215768,0.72380330143575,4,DHRS4 IDH1 CRAT PRDX1
KEGG_PHENYLALANINE_METABOLISM,0.768627450980392,0.97374733255033,0.0568864160475701,0.594262295081967,0.816219324729329,1,AOC3
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,0.799492385786802,0.97374733255033,0.0673623868166279,0.473251028806584,0.755142062780061,2,PLCZ1 IMPA1
KEGG_PPAR_SIGNALING_PATHWAY,0.68,0.965399610136452,0.0513223330421143,-0.553719008264463,-0.8370140724865,3,CPT2 FABP4 DBI
KEGG_PROPANOATE_METABOLISM,0.134387351778656,0.820518539169222,0.245041785430996,0.695466687170748,1.46359430612785,6,ALDH1B1 ALDH2 SUCLG1 PCCB
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION,0.456862745098039,0.945547227900169,0.0828962134571565,0.754098360655738,1.03575417758756,1,GLUD1
KEGG_PURINE_METABOLISM,0.141993957703928,0.820518539169222,0.206587922696891,0.705148145194492,1.39776865765715,4,POLE NME1
KEGG_PYRIMIDINE_METABOLISM,0.122159090909091,0.820518539169222,0.216542836735348,0.797481260534967,1.46020355023397,3,POLE NME1
KEGG_PYRUVATE_METABOLISM,0.109649122807018,0.820518539169222,0.287857117255149,0.678986416802261,1.57278033537083,8,ALDH1B1 ME3 DLD PDHA1 ALDH2
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,0.981792717086835,0.996154472206397,0.0298484971250709,-0.303484309411963,-0.484627808218735,5,MYH9 FN1
KEGG_RETINOL_METABOLISM,0.301960784313726,0.908574385620294,0.107140237276725,0.836065573770492,1.1483361534123,1,DHRS4
KEGG_RIBOFLAVIN_METABOLISM,0.703921568627451,0.97374733255033,0.0610363728309177,0.622950819672131,0.855623016267986,1,FLAD1
KEGG_RIBOSOME,0.396428571428571,0.945547227900169,0.0646484568421928,-0.646673101892495,-1.12014885559544,12,RPL27 RPS11 RPS3A RPL34
KEGG_RNA_DEGRADATION,0.341176470588235,0.925713223678097,0.0995791200495904,0.811475409836066,1.11456156066488,1,ENO1
KEGG_SELENOAMINO_ACID_METABOLISM,0.456862745098039,0.945547227900169,0.0828962134571565,0.758196721311475,1.0413832763788,1,SEPHS1
KEGG_SMALL_CELL_LUNG_CANCER,0.574850299401198,0.945547227900169,0.0718276293603809,-0.700819672131147,-0.959262209556719,1,FN1
KEGG_SPLICEOSOME,0.558461538461538,0.945547227900169,0.0605092988656667,-0.626685210599674,-0.947311420525705,3,SF3A1
KEGG_STARCH_AND_SUCROSE_METABOLISM,0.33756345177665,0.925713223678097,0.116739204791222,0.683127572016461,1.09003115149122,2,PYGB PGM1
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS,0.692893401015228,0.97374733255033,0.0745500777420554,0.51440329218107,0.820806589978327,2,ACTN1 H2AX
KEGG_THYROID_CANCER,0.905882352941176,0.989525212397149,0.0492917662312669,0.545081967213115,0.748670139234488,1,TPR
KEGG_TIGHT_JUNCTION,0.102766798418972,0.820518539169222,0.282013350011725,0.716278082475578,1.50739142859627,6,MYH3 ACTB
KEGG_TRYPTOPHAN_METABOLISM,0.163194444444444,0.84440422617883,0.206587922696891,0.647849051770751,1.33854080939444,5,ALDH1B1 ALDH2
KEGG_TYPE_II_DIABETES_MELLITUS,0.254901960784314,0.88241290399952,0.118287526124085,0.864754098360656,1.18773984495095,1,PDX1
KEGG_TYROSINE_METABOLISM,0.768627450980392,0.97374733255033,0.0568864160475701,0.594262295081967,0.816219324729329,1,AOC3
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,0.199600798403194,0.84440422617883,0.137250779610133,-0.897540983606558,-1.22852879469545,1,NFAT5
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS,0.231372549019608,0.853139170977837,0.125033367555272,0.881147540983607,1.2102562401159,1,PDHA1
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION,0.143422574093881,0.820518539169222,0.249246554383295,0.632034632034632,1.55353147117805,14,ALDH1B1 ACADS DLD HADHB ALDH2 PCCB HIBADH DBT AUH OXCT1 ECHS1 ACADSB MCCC1 ALDH9A1
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,0.794411177644711,0.97374733255033,0.0561766586307176,-0.59016393442623,-0.807799755416184,1,MYH11
KEGG_VEGF_SIGNALING_PATHWAY,0.199600798403194,0.84440422617883,0.137250779610133,-0.897540983606558,-1.22852879469545,1,NFAT5
KEGG_VIBRIO_CHOLERAE_INFECTION,0.345098039215686,0.925713223678097,0.0988903007520636,0.80327868852459,1.1033033630824,1,ACTB
KEGG_VIRAL_MYOCARDITIS,0.0861358157356906,0.820518539169222,0.287805130535564,0.741872444094696,1.53280542600429,5,MYH3 ACTB
KEGG_WNT_SIGNALING_PATHWAY,0.199600798403194,0.84440422617883,0.137250779610133,-0.897540983606558,-1.22852879469545,1,NFAT5
NABA_BASEMENT_MEMBRANES,0.873096446700508,0.978466179371157,0.0630790410571939,0.42798353909465,0.682911082861968,2,COL6A1
NABA_COLLAGENS,0.65558912386707,0.947221181466217,0.086794975677172,0.410788381742739,0.814278714115219,4,COL27A1 COL1A2 COL6A1
NABA_CORE_MATRISOME,0.728813559322034,0.97374733255033,0.118815039412263,0.311965811965812,0.707474429400307,11,COL27A1 COL1A2 COL6A1 BGN MFGE8 PRELP POSTN MFAP5 HSPG2 COL2A1 FN1
NABA_ECM_AFFILIATED,0.703076923076923,0.97374733255033,0.0497903187820785,-0.54107606071958,-0.817902709403726,3,ANXA1
NABA_ECM_GLYCOPROTEINS,0.904619970193741,0.989525212397149,0.0367619553883609,-0.396688321050915,-0.62054291778389,4,FN1 MFAP5 POSTN
NABA_MATRISOME,0.87066974595843,0.978466179371157,0.0261139619405561,-0.350175033812695,-0.610175882258656,16,HCFC1 ANXA1
NABA_MATRISOME_ASSOCIATED,0.487394957983193,0.945547227900169,0.0625237414724762,-0.623387127228799,-0.995473992464527,5,HCFC1 ANXA1
NABA_PROTEOGLYCANS,0.696022727272727,0.97374733255033,0.0802023444698144,0.429752066115702,0.786884311540531,3,BGN PRELP HSPG2
NABA_SECRETED_FACTORS,0.4375,0.945547227900169,0.0758886900606117,-0.722335039943321,-1.05246954987272,2,HCFC1
PID_A6B1_A6B4_INTEGRIN_PATHWAY,0.850299401197605,0.97374733255033,0.0530212512043078,-0.569672131147541,-0.779751152797567,1,CASP7
PID_AJDISS_2PATHWAY,0.172549019607843,0.84440422617883,0.147331213699377,0.905737704918033,1.24403083286332,1,NME1
PID_ALPHA_SYNUCLEIN_PATHWAY,0.649019607843137,0.945547227900169,0.0649407684612899,0.651639344262295,0.895026707806643,1,LYN
PID_AMB2_NEUTROPHILS_PATHWAY,0.649019607843137,0.945547227900169,0.0649407684612899,0.651639344262295,0.895026707806643,1,LYN
PID_ANGIOPOIETIN_RECEPTOR_PATHWAY,0.574850299401198,0.945547227900169,0.0718276293603809,-0.700819672131147,-0.959262209556719,1,FN1
PID_AP1_PATHWAY,0.792763157894737,0.97374733255033,0.0473534245254193,-0.514885138260316,-0.75020717497452,2,FABP4
PID_ARF6_DOWNSTREAM_PATHWAY,0.172549019607843,0.84440422617883,0.147331213699377,0.905737704918033,1.24403083286332,1,NME1
PID_ARF6_TRAFFICKING_PATHWAY,0.172549019607843,0.84440422617883,0.147331213699377,0.905737704918033,1.24403083286332,1,NME1
PID_AR_PATHWAY,0.577302631578947,0.945547227900169,0.0621124188949471,-0.641975308641975,-0.935382373488117,2,MED1 PRDX1
PID_ATM_PATHWAY,0.710659898477157,0.97374733255033,0.0732558655828455,0.510288065843621,0.8142401372585,2,H2AX SMC3
PID_AURORA_B_PATHWAY,0.366776315789474,0.945547227900169,0.0852884689790502,-0.765432098765432,-1.11526359915891,2,NPM1 NCL
PID_AVB3_INTEGRIN_PATHWAY,0.956582633053221,0.991622289941618,0.0311335139616949,-0.337110919885146,-0.538325446040671,5,FN1 COL2A1
PID_BARD1_PATHWAY,0.223552894211577,0.846360790125435,0.128788713061714,-0.881147540983607,-1.20608991260055,1,NPM1
PID_BCR_5PATHWAY,0.649019607843137,0.945547227900169,0.0649407684612899,0.651639344262295,0.895026707806643,1,LYN
PID_BETA_CATENIN_NUC_PATHWAY,0.189620758483034,0.84440422617883,0.141225119642531,-0.901639344262295,-1.23413851521917,1,MED12
PID_CASPASE_PATHWAY,0.850299401197605,0.97374733255033,0.0530212512043078,-0.569672131147541,-0.779751152797567,1,CASP7
PID_CDC42_REG_PATHWAY,0.172549019607843,0.84440422617883,0.147331213699377,0.905737704918033,1.24403083286332,1,NME1
PID_CMYB_PATHWAY,0.761421319796954,0.97374733255033,0.0697792517076235,0.493827160493827,0.787974326379194,2,COL1A2 YEATS4
PID_CXCR4_PATHWAY,0.649019607843137,0.945547227900169,0.0649407684612899,0.651639344262295,0.895026707806643,1,LYN
PID_DELTA_NP63_PATHWAY,0.303393213572854,0.908574385620294,0.107972360317345,-0.844262295081967,-1.15560242788704,1,FASN
PID_E2F_PATHWAY,0.850299401197605,0.97374733255033,0.0530212512043078,-0.569672131147541,-0.779751152797567,1,CASP7
PID_ECADHERIN_NASCENT_AJ_PATHWAY,0.172549019607843,0.84440422617883,0.147331213699377,0.905737704918033,1.24403083286332,1,NME1
PID_ECADHERIN_STABILIZATION_PATHWAY,0.624365482233503,0.945547227900169,0.0799858801499946,0.551440329218107,0.879904664456766,2,ACTN1 LPP
PID_ENDOTHELIN_PATHWAY,0.484313725490196,0.945547227900169,0.0797705918628453,0.745901639344262,1.02449598000509,1,COL1A2
PID_EPHA_FWDPATHWAY,0.649019607843137,0.945547227900169,0.0649407684612899,0.651639344262295,0.895026707806643,1,LYN
PID_EPHRINB_REV_PATHWAY,0.649019607843137,0.945547227900169,0.0649407684612899,0.651639344262295,0.895026707806643,1,LYN
PID_EPO_PATHWAY,0.649019607843137,0.945547227900169,0.0649407684612899,0.651639344262295,0.895026707806643,1,LYN
PID_ERA_GENOMIC_PATHWAY,0.415169660678643,0.945547227900169,0.0891647117820678,-0.782786885245902,-1.07145662003119,1,MED1
PID_ERBB1_DOWNSTREAM_PATHWAY,0.264705882352941,0.90110255679118,0.115734447701689,0.860655737704918,1.18211074615972,1,CAPN2
PID_FAK_PATHWAY,0.530456852791878,0.945547227900169,0.088894528862045,0.588477366255144,0.939002738935206,2,CAPN2 ACTN1
PID_FANCONI_PATHWAY,0.950980392156863,0.991503449273964,0.0470699590082662,0.512295081967213,0.703637348904594,1,H2AX
PID_FCER1_PATHWAY,0.649019607843137,0.945547227900169,0.0649407684612899,0.651639344262295,0.895026707806643,1,LYN
PID_FRA_PATHWAY,0.484313725490196,0.945547227900169,0.0797705918628453,0.745901639344262,1.02449598000509,1,COL1A2
PID_GLYPICAN_1PATHWAY,0.649019607843137,0.945547227900169,0.0649407684612899,0.651639344262295,0.895026707806643,1,LYN
PID_GMCSF_PATHWAY,0.649019607843137,0.945547227900169,0.0649407684612899,0.651639344262295,0.895026707806643,1,LYN
PID_HDAC_CLASSIII_PATHWAY,0.137724550898204,0.820518539169222,0.16823816568964,-0.922131147540984,-1.26218711783779,1,MEF2D
PID_HES_HEY_PATHWAY,0.512974051896208,0.945547227900169,0.0776798560117236,-0.729508196721312,-0.998530253222783,1,MAML1
PID_HIF1_TFPATHWAY,0.538002980625931,0.945547227900169,0.0607719451853533,-0.610431179124748,-0.954902690345936,4,NPM1 ALDOA
PID_HIV_NEF_PATHWAY,0.850299401197605,0.97374733255033,0.0530212512043078,-0.569672131147541,-0.779751152797567,1,CASP7
PID_HNF3B_PATHWAY,0.254901960784314,0.88241290399952,0.118287526124085,0.864754098360656,1.18773984495095,1,PDX1
PID_IL4_2PATHWAY,0.00177296402718843,0.40139905575546,0.45505986738723,-0.998783722662374,-1.45526576572161,2,HMGA1
PID_IL5_PATHWAY,0.649019607843137,0.945547227900169,0.0649407684612899,0.651639344262295,0.895026707806643,1,LYN
PID_IL8_CXCR1_PATHWAY,0.649019607843137,0.945547227900169,0.0649407684612899,0.651639344262295,0.895026707806643,1,LYN
PID_IL8_CXCR2_PATHWAY,0.649019607843137,0.945547227900169,0.0649407684612899,0.651639344262295,0.895026707806643,1,LYN
